user_id,model,params,fold,is_final_fold,train_start,train_end,test_start,test_end,n_train,n_test,accuracy_top1,f1_macro_top1,recall@1,mrr@1,recall@3,mrr@3,recall@5,mrr@5
19,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",20,True,2024-12-14 07:19:11.962001-03:00,2025-06-12 07:19:11.962001-03:00,2025-06-12 07:19:11.962001-03:00,2025-06-19 07:19:11.962001-03:00,36185,370,0.10540540540540541,0.0027260336210813267,0.10540540540540541,0.10540540540540541,0.17297297297297298,0.12837837837837843,0.1918918918918919,0.13297297297297303
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",1,False,2024-11-24 12:00:34.919013-03:00,2025-01-30 12:00:34.919013-03:00,2025-01-30 12:00:34.919013-03:00,2025-02-06 12:00:34.919013-03:00,411,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",2,False,2024-11-24 12:00:34.919013-03:00,2025-02-06 12:00:34.919013-03:00,2025-02-06 12:00:34.919013-03:00,2025-02-13 12:00:34.919013-03:00,417,55,0.0,0.0,0.0,0.0,0.07272727272727272,0.024242424242424242,0.12727272727272726,0.03606060606060606
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",3,False,2024-11-24 12:00:34.919013-03:00,2025-02-13 12:00:34.919013-03:00,2025-02-13 12:00:34.919013-03:00,2025-02-20 12:00:34.919013-03:00,472,105,0.01904761904761905,0.0009049773755656109,0.01904761904761905,0.01904761904761905,0.05714285714285714,0.03492063492063492,0.08571428571428572,0.04158730158730159
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",4,False,2024-11-24 12:00:34.919013-03:00,2025-02-20 12:00:34.919013-03:00,2025-02-20 12:00:34.919013-03:00,2025-02-27 12:00:34.919013-03:00,577,34,0.17647058823529413,0.0196078431372549,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",5,False,2024-11-24 12:00:34.919013-03:00,2025-02-27 12:00:34.919013-03:00,2025-02-27 12:00:34.919013-03:00,2025-03-06 12:00:34.919013-03:00,611,6,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2222222222222222
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",6,False,2024-11-24 12:00:34.919013-03:00,2025-03-06 12:00:34.919013-03:00,2025-03-06 12:00:34.919013-03:00,2025-03-13 12:00:34.919013-03:00,617,20,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",8,False,2024-11-24 12:00:34.919013-03:00,2025-03-20 12:00:34.919013-03:00,2025-03-20 12:00:34.919013-03:00,2025-03-27 12:00:34.919013-03:00,637,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",9,False,2024-11-24 12:00:34.919013-03:00,2025-03-27 12:00:34.919013-03:00,2025-03-27 12:00:34.919013-03:00,2025-04-03 12:00:34.919013-03:00,647,32,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.00625
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",10,False,2024-11-24 12:00:34.919013-03:00,2025-04-03 12:00:34.919013-03:00,2025-04-03 12:00:34.919013-03:00,2025-04-10 12:00:34.919013-03:00,679,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",11,False,2024-11-24 12:00:34.919013-03:00,2025-04-10 12:00:34.919013-03:00,2025-04-10 12:00:34.919013-03:00,2025-04-17 12:00:34.919013-03:00,681,17,0.058823529411764705,0.0078125,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0784313725490196,0.11764705882352941,0.0784313725490196
