model,test_start,test_end,users_in_window,total_n_test,total_n_train,accuracy_top1,f1_macro_top1,recall@1,recall@3,recall@5,mrr@1,mrr@3,mrr@5
baseline,2025-08-21 13:54:27.589002-03:00,2025-08-28 13:54:27.589002-03:00,1,87,23431,0.06896551724137931,0.037037037037037035,0.06896551724137931,0.10344827586206896,0.3563218390804598,0.06896551724137931,0.08045977011494251,0.13390804597701136
baseline,2025-08-21 23:05:36.614007-03:00,2025-08-28 23:05:36.614007-03:00,1,104,1971,0.19230769230769232,0.03225806451612903,0.19230769230769232,0.40384615384615385,0.47115384615384615,0.19230769230769232,0.2932692307692308,0.31009615384615385
baseline,2025-08-22 17:22:14.998002-03:00,2025-08-29 17:22:14.998002-03:00,1,177,2939,0.04519774011299435,0.0033264033264033266,0.04519774011299435,0.10734463276836158,0.13559322033898305,0.04519774011299435,0.0743879472693032,0.08145009416195857
baseline,2025-08-22 22:34:49.777003-03:00,2025-08-29 22:34:49.777003-03:00,1,108,5427,0.07407407407407407,0.00233781414377557,0.07407407407407407,0.17592592592592593,0.24074074074074073,0.07407407407407407,0.11728395061728394,0.1302469135802469
baseline,2025-08-23 08:47:57.581000-03:00,2025-08-30 08:47:57.581000-03:00,1,12,787,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.8333333333333334,0.9166666666666666,0.16666666666666666,0.47222222222222215,0.4888888888888889
baseline,2025-08-23 09:01:32.287002-03:00,2025-08-30 09:01:32.287002-03:00,1,180,2686,0.005555555555555556,0.00018639328984156568,0.005555555555555556,0.05,0.06666666666666667,0.005555555555555556,0.02685185185185185,0.030462962962962963
baseline,2025-08-23 10:28:20.800009-03:00,2025-08-30 10:28:20.800009-03:00,1,170,9491,0.17647058823529413,0.01443001443001443,0.17647058823529413,0.18235294117647058,0.19411764705882353,0.17647058823529413,0.1784313725490196,0.18137254901960784
baseline,2025-08-23 10:49:53.395005-03:00,2025-08-30 10:49:53.395005-03:00,1,235,8566,0.03829787234042553,0.001053864168618267,0.03829787234042553,0.2170212765957447,0.3276595744680851,0.03829787234042553,0.10354609929078012,0.12950354609929074
baseline,2025-08-24 13:59:42.181001-03:00,2025-08-31 13:59:42.181001-03:00,1,59,421,0.03389830508474576,0.002554278416347382,0.03389830508474576,0.1016949152542373,0.11864406779661017,0.03389830508474576,0.06497175141242938,0.0692090395480226
baseline,2025-08-24 16:59:20.925051-03:00,2025-08-31 16:59:20.925051-03:00,1,5135,24327,0.08003894839337877,0.0009205896253357015,0.08003894839337877,0.12736124634858811,0.16689386562804284,0.08003894839337877,0.10197987666342095,0.11055826030509547
baseline,2025-08-24 17:38:37.874060-03:00,2025-08-31 17:38:37.874060-03:00,1,4439,72793,0.10340166704212661,0.0012249897917517355,0.10340166704212661,0.17774273485019149,0.2088308177517459,0.10340166704212661,0.1389577232109333,0.14546819854321535
baseline,2025-08-25 14:14:43.247008-03:00,2025-09-01 14:14:43.247008-03:00,1,16,594,0.3125,0.17037037037037037,0.3125,0.4375,0.5,0.3125,0.375,0.390625
baseline,2025-08-25 16:22:55.574005-03:00,2025-09-01 16:22:55.574005-03:00,1,249,4687,0.020080321285140562,0.001331818290208396,0.020080321285140562,0.05220883534136546,0.08433734939759036,0.020080321285140562,0.03279785809906292,0.03962516733601071
baseline,2025-08-25 20:21:34.277018-03:00,2025-09-01 20:21:34.277018-03:00,1,7024,56958,0.29470387243735763,0.003372186789824793,0.29470387243735763,0.5879840546697038,0.6277050113895216,0.29470387243735763,0.43270690964312936,0.44161209187547495
baseline,2025-08-28 09:14:25.081005-03:00,2025-09-04 09:14:25.081005-03:00,1,231,4714,0.08225108225108226,0.004390551717047819,0.08225108225108226,0.09956709956709957,0.13852813852813853,0.08225108225108226,0.09018759018759018,0.09949494949494948
baseline,2025-08-28 11:29:41.527005-03:00,2025-09-04 11:29:41.527005-03:00,1,59,5674,0.05084745762711865,0.0060606060606060615,0.05084745762711865,0.3728813559322034,0.3898305084745763,0.05084745762711865,0.18926553672316387,0.19265536723163842
baseline,2025-08-28 11:43:42.906010-03:00,2025-09-04 11:43:42.906010-03:00,1,2539,76071,0.06971248523040567,0.004061990012522241,0.06971248523040567,0.2906656163844033,0.4879873966128397,0.06971248523040567,0.1627281081790727,0.20703689116449928
baseline,2025-08-28 12:00:34.919013-03:00,2025-09-04 12:00:34.919013-03:00,1,3,958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-08-28 13:54:27.589002-03:00,2025-09-04 13:54:27.589002-03:00,1,231,22455,0.0,0.0,0.0,0.1038961038961039,0.11255411255411256,0.0,0.036796536796536786,0.038528138528138516
baseline,2025-08-28 23:05:36.614007-03:00,2025-09-04 23:05:36.614007-03:00,1,113,2048,0.35398230088495575,0.04022121669180494,0.35398230088495575,0.504424778761062,0.5575221238938053,0.35398230088495575,0.4159292035398229,0.42876106194690256
baseline,2025-08-29 17:22:14.998002-03:00,2025-09-05 17:22:14.998002-03:00,1,333,3116,0.10510510510510511,0.0071825139604075995,0.10510510510510511,0.1921921921921922,0.2912912912912913,0.10510510510510511,0.13963963963963966,0.1615615615615616
baseline,2025-08-29 22:34:49.777003-03:00,2025-09-05 22:34:49.777003-03:00,1,14,5348,0.14285714285714285,0.019230769230769235,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.16666666666666666,0.16666666666666666
baseline,2025-08-30 08:47:57.581000-03:00,2025-09-06 08:47:57.581000-03:00,1,35,760,0.05714285714285714,0.014156079854809437,0.05714285714285714,0.2,0.3142857142857143,0.05714285714285714,0.11904761904761903,0.14476190476190476
baseline,2025-08-30 09:01:32.287002-03:00,2025-09-06 09:01:32.287002-03:00,1,384,2866,0.044270833333333336,0.001747792527934372,0.044270833333333336,0.14322916666666666,0.1953125,0.044270833333333336,0.08637152777777775,0.09887152777777776
baseline,2025-08-30 10:28:20.800009-03:00,2025-09-06 10:28:20.800009-03:00,1,177,9072,0.12994350282485875,0.007526178010471204,0.12994350282485875,0.12994350282485875,0.1638418079096045,0.12994350282485875,0.12994350282485875,0.1384180790960452
baseline,2025-08-31 13:59:42.181001-03:00,2025-09-07 13:59:42.181001-03:00,1,9,480,0.4444444444444444,0.15384615384615385,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.5
baseline,2025-08-31 16:59:20.925051-03:00,2025-09-07 16:59:20.925051-03:00,1,4623,29462,0.07289638762708198,0.0008600449162923643,0.07289638762708198,0.1427644386761843,0.19035258490157905,0.07289638762708198,0.10325185665873501,0.11405652894945512
baseline,2025-08-31 17:38:37.874060-03:00,2025-09-07 17:38:37.874060-03:00,1,2630,77232,0.10570342205323194,0.0012578730181712879,0.10570342205323194,0.1361216730038023,0.14866920152091254,0.10570342205323194,0.11932826362484159,0.12210392902408108
baseline,2025-09-01 14:14:43.247008-03:00,2025-09-08 14:14:43.247008-03:00,1,16,610,0.125,0.05397727272727273,0.125,0.625,0.9375,0.125,0.31249999999999994,0.37812499999999993
baseline,2025-09-01 16:22:55.574005-03:00,2025-09-08 16:22:55.574005-03:00,1,114,4936,0.03508771929824561,0.003021646670475465,0.03508771929824561,0.06140350877192982,0.09649122807017543,0.03508771929824561,0.046783625730994156,0.05467836257309942
baseline,2025-09-01 20:21:34.277018-03:00,2025-09-08 20:21:34.277018-03:00,1,8878,63982,0.2556882180671322,0.0026105636977542253,0.2556882180671322,0.41383194413156116,0.41923856724487496,0.2556882180671322,0.33402793421941895,0.33527258391529635
baseline,2025-09-02 19:11:24.650007-03:00,2025-09-09 19:11:24.650007-03:00,1,611,9670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-09-04 09:14:25.081005-03:00,2025-09-11 09:14:25.081005-03:00,1,223,4791,0.1210762331838565,0.007634085867153856,0.1210762331838565,0.25112107623318386,0.2556053811659193,0.1210762331838565,0.16816143497757852,0.16928251121076238
baseline,2025-09-04 11:29:41.527005-03:00,2025-09-11 11:29:41.527005-03:00,1,100,5365,0.14,0.007223942208462331,0.14,0.22,0.25,0.14,0.18,0.1865
baseline,2025-09-04 11:43:42.906010-03:00,2025-09-11 11:43:42.906010-03:00,1,1856,78126,0.08459051724137931,0.005691759536016152,0.08459051724137931,0.27424568965517243,0.4504310344827586,0.08459051724137931,0.16109913793103492,0.20177801724137928
baseline,2025-09-04 13:54:27.589002-03:00,2025-09-11 13:54:27.589002-03:00,1,438,21843,0.045662100456621,0.004600116478569516,0.045662100456621,0.13470319634703196,0.13470319634703196,0.045662100456621,0.07762557077625565,0.07762557077625565
baseline,2025-09-04 23:05:36.614007-03:00,2025-09-11 23:05:36.614007-03:00,1,100,2143,0.4,0.051948051948051945,0.4,0.53,0.61,0.4,0.4483333333333332,0.46433333333333343
baseline,2025-09-05 17:22:14.998002-03:00,2025-09-12 17:22:14.998002-03:00,1,336,3449,0.11607142857142858,0.006054960409874242,0.11607142857142858,0.20535714285714285,0.2767857142857143,0.11607142857142858,0.1517857142857143,0.1683035714285715
baseline,2025-09-06 08:47:57.581000-03:00,2025-09-13 08:47:57.581000-03:00,1,17,795,0.35294117647058826,0.1730769230769231,0.35294117647058826,0.7058823529411765,0.7058823529411765,0.35294117647058826,0.5196078431372549,0.5196078431372549
baseline,2025-09-06 09:01:32.287002-03:00,2025-09-13 09:01:32.287002-03:00,1,197,3250,0.03553299492385787,0.0009273979862215157,0.03553299492385787,0.08629441624365482,0.13705583756345177,0.03553299492385787,0.0583756345177665,0.06928934010152284
baseline,2025-09-06 10:28:20.800009-03:00,2025-09-13 10:28:20.800009-03:00,1,157,8934,0.17197452229299362,0.008620689655172414,0.17197452229299362,0.19745222929936307,0.47770700636942676,0.17197452229299362,0.18046709129511673,0.24830148619957537
baseline,2025-09-07 13:59:42.181001-03:00,2025-09-14 13:59:42.181001-03:00,1,704,489,0.009943181818181818,0.00041116005873715125,0.009943181818181818,0.01278409090909091,0.04403409090909091,0.009943181818181818,0.011363636363636364,0.01853693181818181
baseline,2025-09-07 16:59:20.925051-03:00,2025-09-14 16:59:20.925051-03:00,1,2900,34085,0.07344827586206897,0.0009503158796445015,0.07344827586206897,0.1896551724137931,0.23379310344827586,0.07344827586206897,0.1231609195402297,0.13236781609195358
baseline,2025-09-07 17:38:37.874060-03:00,2025-09-14 17:38:37.874060-03:00,1,3477,79862,0.14178889847569745,0.0015819281554332655,0.14178889847569745,0.184066724187518,0.2361230946218004,0.14178889847569745,0.16081871345029222,0.1729268526507523
baseline,2025-09-08 14:14:43.247008-03:00,2025-09-15 14:14:43.247008-03:00,1,9,600,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,0.0,0.14814814814814814,0.23703703703703705
baseline,2025-09-08 16:22:55.574005-03:00,2025-09-15 16:22:55.574005-03:00,1,147,5050,0.013605442176870748,0.0007518796992481202,0.013605442176870748,0.061224489795918366,0.07482993197278912,0.013605442176870748,0.03741496598639456,0.04013605442176871
baseline,2025-09-08 20:21:34.277018-03:00,2025-09-15 20:21:34.277018-03:00,1,10498,72860,0.15898266336445038,0.0013997379999094238,0.15898266336445038,0.3115831586968946,0.321966088778815,0.15898266336445038,0.23517177875150824,0.2374769797421732
baseline,2025-09-09 19:11:24.650007-03:00,2025-09-16 19:11:24.650007-03:00,1,120,9876,0.016666666666666666,0.004878048780487805,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666
baseline,2025-09-11 09:14:25.081005-03:00,2025-09-18 09:14:25.081005-03:00,1,189,4812,0.10582010582010581,0.0062037037037037035,0.10582010582010581,0.21164021164021163,0.23809523809523808,0.10582010582010581,0.15343915343915343,0.15952380952380948
baseline,2025-09-11 11:29:41.527005-03:00,2025-09-18 11:29:41.527005-03:00,1,135,4760,0.21481481481481482,0.008524397413286302,0.21481481481481482,0.2740740740740741,0.2740740740740741,0.21481481481481482,0.24197530864197528,0.24197530864197528
baseline,2025-09-11 11:43:42.906010-03:00,2025-09-18 11:43:42.906010-03:00,1,1486,76257,0.148721399730821,0.009115003301115884,0.148721399730821,0.3613728129205922,0.4609690444145357,0.148721399730821,0.24697173620457588,0.26975100942126473
baseline,2025-09-11 13:54:27.589002-03:00,2025-09-18 13:54:27.589002-03:00,1,592,21725,0.0,0.0,0.0,0.07939189189189189,0.07939189189189189,0.0,0.03293918918918917,0.03293918918918917
baseline,2025-09-11 23:05:36.614007-03:00,2025-09-18 23:05:36.614007-03:00,1,161,2206,0.12422360248447205,0.02009040683073832,0.12422360248447205,0.30434782608695654,0.5093167701863354,0.12422360248447205,0.21428571428571427,0.265527950310559
baseline,2025-09-12 17:22:14.998002-03:00,2025-09-19 17:22:14.998002-03:00,1,447,3785,0.03131991051454139,0.001199040767386091,0.03131991051454139,0.087248322147651,0.1297539149888143,0.03131991051454139,0.056674123788217734,0.06607009694258016
baseline,2025-09-12 22:34:49.777003-03:00,2025-09-19 22:34:49.777003-03:00,1,10,4240,0.1,0.020202020202020204,0.1,0.2,0.2,0.1,0.15,0.15
baseline,2025-09-13 08:47:57.581000-03:00,2025-09-20 08:47:57.581000-03:00,1,13,808,0.3076923076923077,0.18253968253968253,0.3076923076923077,0.7692307692307693,0.7692307692307693,0.3076923076923077,0.5256410256410257,0.5256410256410257
baseline,2025-09-13 09:01:32.287002-03:00,2025-09-20 09:01:32.287002-03:00,1,443,3447,0.03611738148984198,0.000657705430180458,0.03611738148984198,0.10835214446952596,0.16252821670428894,0.03611738148984198,0.06772009029345372,0.08081264108352146
baseline,2025-09-13 10:28:20.800009-03:00,2025-09-20 10:28:20.800009-03:00,1,294,8814,0.12585034013605442,0.00663558106169297,0.12585034013605442,0.35714285714285715,0.43537414965986393,0.12585034013605442,0.22789115646258504,0.24353741496598652
baseline,2025-09-14 13:59:42.181001-03:00,2025-09-21 13:59:42.181001-03:00,1,463,1193,0.09287257019438445,0.004984326018808778,0.09287257019438445,0.13390928725701945,0.16846652267818574,0.09287257019438445,0.11051115910727144,0.11817854571634274
baseline,2025-09-14 16:59:20.925051-03:00,2025-09-21 16:59:20.925051-03:00,1,1989,36985,0.057817998994469585,0.0007864430888749077,0.057817998994469585,0.12518853695324283,0.17496229260935142,0.057817998994469585,0.08639182168593937,0.09760348583878002
baseline,2025-09-14 17:38:37.874060-03:00,2025-09-21 17:38:37.874060-03:00,1,4345,83339,0.1624856156501726,0.001747178776479905,0.1624856156501726,0.19401611047180667,0.2289988492520138,0.1624856156501726,0.17782892213271964,0.18545838128116654
baseline,2025-09-14 21:55:41.423000-03:00,2025-09-21 21:55:41.423000-03:00,1,192,2122,0.015625,0.002838813510069964,0.015625,0.2552083333333333,0.3958333333333333,0.015625,0.11284722222222222,0.1451388888888889
baseline,2025-09-15 14:14:43.247008-03:00,2025-09-22 14:14:43.247008-03:00,1,44,574,0.20454545454545456,0.041592394533571005,0.20454545454545456,0.6136363636363636,0.6136363636363636,0.20454545454545456,0.4090909090909091,0.4090909090909091
baseline,2025-09-15 16:22:55.574005-03:00,2025-09-22 16:22:55.574005-03:00,1,59,5197,0.0,0.0,0.0,0.06779661016949153,0.1694915254237288,0.0,0.031073446327683614,0.05480225988700565
baseline,2025-09-15 20:21:34.277018-03:00,2025-09-22 20:21:34.277018-03:00,1,6029,83358,0.20849228727815558,0.0019494084313077785,0.20849228727815558,0.3785038978271687,0.39807596616354285,0.20849228727815558,0.2933322275667606,0.297959860673412
baseline,2025-09-16 19:11:24.650007-03:00,2025-09-23 19:11:24.650007-03:00,1,20,9826,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05
baseline,2025-09-18 09:14:25.081005-03:00,2025-09-25 09:14:25.081005-03:00,1,172,4933,0.06976744186046512,0.0043688341560681986,0.06976744186046512,0.13372093023255813,0.19186046511627908,0.06976744186046512,0.10174418604651163,0.11366279069767442
baseline,2025-09-18 11:29:41.527005-03:00,2025-09-25 11:29:41.527005-03:00,1,91,4403,0.04395604395604396,0.003007518796992481,0.04395604395604396,0.04395604395604396,0.0989010989010989,0.04395604395604396,0.04395604395604396,0.05714285714285715
baseline,2025-09-18 11:43:42.906010-03:00,2025-09-25 11:43:42.906010-03:00,1,1585,74656,0.15205047318611986,0.010049405272672044,0.15205047318611986,0.4195583596214511,0.559621451104101,0.15205047318611986,0.2709779179810722,0.3021766561514187
baseline,2025-09-18 12:00:34.919013-03:00,2025-09-25 12:00:34.919013-03:00,1,348,935,0.0,0.0,0.0,0.11781609195402298,0.29022988505747127,0.0,0.039272030651341015,0.08237547892720294
baseline,2025-09-18 23:05:36.614007-03:00,2025-09-25 23:05:36.614007-03:00,1,131,2339,0.31297709923664124,0.07945736434108527,0.31297709923664124,0.6030534351145038,0.7862595419847328,0.31297709923664124,0.4325699745547076,0.4776081424936389
baseline,2025-09-19 17:22:14.998002-03:00,2025-09-26 17:22:14.998002-03:00,1,466,4232,0.08369098712446352,0.004980975441023867,0.08369098712446352,0.18454935622317598,0.19313304721030042,0.08369098712446352,0.12804005722460665,0.12986409155937062
baseline,2025-09-19 22:34:49.777003-03:00,2025-09-26 22:34:49.777003-03:00,1,11,3881,0.36363636363636365,0.07619047619047618,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.4848484848484848,0.4848484848484848
baseline,2025-09-20 08:47:57.581000-03:00,2025-09-27 08:47:57.581000-03:00,1,7,702,0.42857142857142855,0.21666666666666665,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.5,0.5357142857142857
baseline,2025-09-20 09:01:32.287002-03:00,2025-09-27 09:01:32.287002-03:00,1,96,3890,0.07291666666666667,0.00392156862745098,0.07291666666666667,0.10416666666666667,0.16666666666666666,0.07291666666666667,0.08506944444444443,0.10069444444444443
baseline,2025-09-20 10:28:20.800009-03:00,2025-09-27 10:28:20.800009-03:00,1,79,8605,0.17721518987341772,0.01881720430107527,0.17721518987341772,0.4936708860759494,0.4936708860759494,0.17721518987341772,0.3143459915611813,0.3143459915611813
baseline,2025-09-21 13:59:42.181001-03:00,2025-09-28 13:59:42.181001-03:00,1,203,1656,0.10837438423645321,0.0038344226579520697,0.10837438423645321,0.31527093596059114,0.33004926108374383,0.10837438423645321,0.20935960591133004,0.21305418719211822
baseline,2025-09-21 16:59:20.925051-03:00,2025-09-28 16:59:20.925051-03:00,1,2400,38974,0.04083333333333333,0.00042642809900093995,0.04083333333333333,0.12541666666666668,0.19541666666666666,0.04083333333333333,0.07527777777777779,0.09084027777777762
baseline,2025-09-21 17:38:37.874060-03:00,2025-09-28 17:38:37.874060-03:00,1,3399,83395,0.10385407472786114,0.0011404018866705433,0.10385407472786114,0.15857605177993528,0.20358929096793174,0.10385407472786114,0.1295969402765519,0.14010002942041752
baseline,2025-09-22 14:14:43.247008-03:00,2025-09-29 14:14:43.247008-03:00,1,6,553,0.6666666666666666,0.38095238095238093,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.7000000000000001
baseline,2025-09-22 16:22:55.574005-03:00,2025-09-29 16:22:55.574005-03:00,1,117,5256,0.05128205128205128,0.002553191489361702,0.05128205128205128,0.1452991452991453,0.15384615384615385,0.05128205128205128,0.09829059829059829,0.10042735042735043
baseline,2025-09-22 20:21:34.277018-03:00,2025-09-29 20:21:34.277018-03:00,1,7200,89387,0.26513888888888887,0.002757538813550508,0.26513888888888887,0.4598611111111111,0.4643055555555556,0.26513888888888887,0.3625,0.3636041666666666
baseline,2025-09-23 19:11:24.650007-03:00,2025-09-30 19:11:24.650007-03:00,1,58,9382,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.021551724137931036
baseline,2025-09-25 09:14:25.081005-03:00,2025-10-02 09:14:25.081005-03:00,1,232,4951,0.17672413793103448,0.008203037120359956,0.17672413793103448,0.23706896551724138,0.2413793103448276,0.17672413793103448,0.20689655172413793,0.20797413793103448
baseline,2025-09-25 11:29:41.527005-03:00,2025-10-02 11:29:41.527005-03:00,1,198,4129,0.14646464646464646,0.004330620473381617,0.14646464646464646,0.3333333333333333,0.4090909090909091,0.14646464646464646,0.22053872053872056,0.23745791245791245
baseline,2025-09-25 11:43:42.906010-03:00,2025-10-02 11:43:42.906010-03:00,1,873,71841,0.140893470790378,0.013029384050107992,0.140893470790378,0.5131729667812142,0.6036655211912944,0.140893470790378,0.3092783505154644,0.32915234822451306
baseline,2025-09-25 12:00:34.919013-03:00,2025-10-02 12:00:34.919013-03:00,1,661,1241,0.07110438729198185,0.0005463718583618144,0.07110438729198185,0.20121028744326777,0.21936459909228442,0.07110438729198185,0.12733232476046402,0.13096318709026739
baseline,2025-09-25 23:05:36.614007-03:00,2025-10-02 23:05:36.614007-03:00,1,73,2421,0.4931506849315068,0.0943643512450852,0.4931506849315068,0.6438356164383562,0.7945205479452054,0.4931506849315068,0.5433789954337899,0.5810502283105022
baseline,2025-09-26 17:22:14.998002-03:00,2025-10-03 17:22:14.998002-03:00,1,661,4698,0.09228441754916793,0.005736544674597772,0.09228441754916793,0.2950075642965204,0.3358547655068079,0.09228441754916793,0.1850731215330307,0.19430156328794757
baseline,2025-09-26 22:34:49.777003-03:00,2025-10-03 22:34:49.777003-03:00,1,9,3692,0.5555555555555556,0.17857142857142858,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.6111111111111112
baseline,2025-09-27 08:47:57.581000-03:00,2025-10-04 08:47:57.581000-03:00,1,12,709,0.5833333333333334,0.30989010989010995,0.5833333333333334,0.75,0.75,0.5833333333333334,0.6527777777777778,0.6527777777777778
baseline,2025-09-27 10:28:20.800009-03:00,2025-10-04 10:28:20.800009-03:00,1,143,8466,0.21678321678321677,0.039975890660889114,0.21678321678321677,0.48951048951048953,0.6433566433566433,0.21678321678321677,0.3414918414918415,0.3799533799533799
baseline,2025-09-28 08:21:28.363057-03:00,2025-10-05 08:21:28.363057-03:00,1,817,4365,0.07343941248470012,0.005312865907550622,0.07343941248470012,0.2423500611995104,0.3598531211750306,0.07343941248470012,0.14402284781721736,0.17125662994696056
baseline,2025-09-28 16:59:20.925051-03:00,2025-10-05 16:59:20.925051-03:00,1,1967,41374,0.03202846975088968,0.00040567167638990846,0.03202846975088968,0.10930350788002034,0.19369598373157093,0.03202846975088968,0.06481952211489571,0.08446873411286238
baseline,2025-09-28 17:38:37.874060-03:00,2025-10-05 17:38:37.874060-03:00,1,3671,83373,0.1694361209479706,0.0019318270052022671,0.1694361209479706,0.24080631980386816,0.3603922636883683,0.1694361209479706,0.19976391537274132,0.2277263234359398
baseline,2025-09-29 14:14:43.247008-03:00,2025-10-06 14:14:43.247008-03:00,1,11,518,0.6363636363636364,0.15555555555555556,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.6818181818181818,0.7000000000000001
baseline,2025-09-29 16:22:55.574005-03:00,2025-10-06 16:22:55.574005-03:00,1,118,5373,0.01694915254237288,0.0024691358024691358,0.01694915254237288,0.06779661016949153,0.1694915254237288,0.01694915254237288,0.04096045197740113,0.06468926553672316
baseline,2025-09-29 20:21:34.277018-03:00,2025-10-06 20:21:34.277018-03:00,1,9463,96587,0.1431892634471098,0.0011928971995527737,0.1431892634471098,0.27348620944732116,0.28394800803127973,0.1431892634471098,0.20765085068160183,0.2100813695445418
baseline,2025-10-02 09:14:25.081005-03:00,2025-10-09 09:14:25.081005-03:00,1,207,5068,0.10144927536231885,0.004842554460875071,0.10144927536231885,0.21256038647342995,0.25120772946859904,0.10144927536231885,0.14975845410628022,0.15821256038647344
baseline,2025-10-02 11:29:41.527005-03:00,2025-10-09 11:29:41.527005-03:00,1,19,3916,0.3157894736842105,0.04,0.3157894736842105,0.3684210526315789,0.3684210526315789,0.3157894736842105,0.3333333333333333,0.3333333333333333
baseline,2025-10-02 11:43:42.906010-03:00,2025-10-09 11:43:42.906010-03:00,1,370,68724,0.02972972972972973,0.0014083605402983165,0.02972972972972973,0.22972972972972974,0.35135135135135137,0.02972972972972973,0.10945945945945952,0.13540540540540544
baseline,2025-10-02 12:00:34.919013-03:00,2025-10-09 12:00:34.919013-03:00,1,22,1902,0.09090909090909091,0.01818181818181818,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.12878787878787878,0.12878787878787878
baseline,2025-10-02 23:05:36.614007-03:00,2025-10-09 23:05:36.614007-03:00,1,110,2418,0.39090909090909093,0.08029878618113913,0.39090909090909093,0.6818181818181818,0.8272727272727273,0.39090909090909093,0.5090909090909094,0.5440909090909095
baseline,2025-10-03 17:22:14.998002-03:00,2025-10-10 17:22:14.998002-03:00,1,696,5359,0.07614942528735633,0.003417075732597949,0.07614942528735633,0.2614942528735632,0.3922413793103448,0.07614942528735633,0.15134099616858246,0.18136973180076638
baseline,2025-10-04 08:47:57.581000-03:00,2025-10-11 08:47:57.581000-03:00,1,8,691,0.5,0.2833333333333333,0.5,0.625,0.625,0.5,0.5625,0.5625
baseline,2025-10-04 10:28:20.800009-03:00,2025-10-11 10:28:20.800009-03:00,1,148,8146,0.1554054054054054,0.02613717551798047,0.1554054054054054,0.3310810810810811,0.4797297297297297,0.1554054054054054,0.23536036036036032,0.2725225225225225
baseline,2025-10-05 08:21:28.363057-03:00,2025-10-12 08:21:28.363057-03:00,1,559,5182,0.10196779964221825,0.007410164834313261,0.10196779964221825,0.40966010733452596,0.5670840787119857,0.10196779964221825,0.2289803220035777,0.2644007155635063
baseline,2025-10-05 13:59:42.181001-03:00,2025-10-12 13:59:42.181001-03:00,1,73,1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-10-05 16:59:20.925051-03:00,2025-10-12 16:59:20.925051-03:00,1,1905,43341,0.03674540682414698,0.002016520032405102,0.03674540682414698,0.08766404199475065,0.10498687664041995,0.03674540682414698,0.0587926509186351,0.06278215223097108
baseline,2025-10-05 17:38:37.874060-03:00,2025-10-12 17:38:37.874060-03:00,1,2833,84659,0.1140134133427462,0.0013037546519419083,0.1140134133427462,0.20402400282386163,0.2552064948817508,0.1140134133427462,0.1514884104012234,0.16326038357453773
baseline,2025-10-06 14:14:43.247008-03:00,2025-10-13 14:14:43.247008-03:00,1,8,505,0.375,0.10909090909090909,0.375,0.375,0.5,0.375,0.375,0.4
baseline,2025-10-06 16:22:55.574005-03:00,2025-10-13 16:22:55.574005-03:00,1,139,5244,0.10071942446043165,0.01207883026064844,0.10071942446043165,0.12949640287769784,0.1366906474820144,0.10071942446043165,0.11270983213429257,0.11414868105515588
baseline,2025-10-06 20:21:34.277018-03:00,2025-10-13 20:21:34.277018-03:00,1,6495,106050,0.1636643571978445,0.0012785970314416993,0.1636643571978445,0.2557351809083911,0.29884526558891455,0.1636643571978445,0.20800615858352575,0.21744418783679764
baseline,2025-10-07 19:11:24.650007-03:00,2025-10-14 19:11:24.650007-03:00,1,20,2691,0.05,0.013605442176870746,0.05,0.05,0.05,0.05,0.05,0.05
baseline,2025-10-09 09:14:25.081005-03:00,2025-10-16 09:14:25.081005-03:00,1,551,5068,0.05263157894736842,0.0028487927547032645,0.05263157894736842,0.07985480943738657,0.16515426497277677,0.05263157894736842,0.06594071385359952,0.08309134906231097
baseline,2025-10-09 11:29:41.527005-03:00,2025-10-16 11:29:41.527005-03:00,1,22,3499,0.09090909090909091,0.01111111111111111,0.09090909090909091,0.2727272727272727,0.4090909090909091,0.09090909090909091,0.15151515151515155,0.18106060606060612
baseline,2025-10-09 11:43:42.906010-03:00,2025-10-16 11:43:42.906010-03:00,1,680,65489,0.25588235294117645,0.003208615316528057,0.25588235294117645,0.3735294117647059,0.49411764705882355,0.25588235294117645,0.2977941176470591,0.3266911764705886
baseline,2025-10-09 12:00:34.919013-03:00,2025-10-16 12:00:34.919013-03:00,1,10,1922,0.3,0.075,0.3,0.3,0.4,0.3,0.3,0.325
